trial angleIni direction durationRampingIni durationFinal sizeLandmark radiusLandmark durationRampingFinal durationIni same duration radius angleLandmark durationRampingLand freq size response responseTime
198 198 -1 90.0 120.0 3.0 6.5 90.0 120.0 False 180.0 4.0 90.0 120.0 2.25 3.0 -2394.0 3.20888209343
199 216 1 90.0 120.0 3.0 6.5 90.0 120.0 False 180.0 4.0 90.0 120.0 2.0 3.0 3714.0 4.8666369915
200 55 -1 90.0 120.0 3.0 6.5 90.0 120.0 False 180.0 4.0 225.0 120.0 2.75 3.0 -3311.0 3.4074280262
201 126 -1 90.0 120.0 3.0 6.5 90.0 120.0 True 180.0 4.0 315.0 120.0 2.5 3.0 -2281.5 2.68368911743
202 144 1 90.0 120.0 3.0 6.5 90.0 120.0 True 180.0 4.0 0.0 120.0 2.0 3.0 2460.0 3.22447705269
203 357 1 90.0 120.0 3.0 6.5 90.0 120.0 False 180.0 4.0 90.0 120.0 3.0 3.0 3084.0 2.53339314461
204 357 -1 90.0 120.0 3.0 6.5 90.0 120.0 True 180.0 4.0 315.0 120.0 0.75 3.0 -383.25 2.742841959
205 169 1 90.0 120.0 3.0 6.5 90.0 120.0 True 180.0 4.0 45.0 120.0 2.75 3.0 3048.25 2.91729879379
206 326 1 90.0 120.0 3.0 6.5 90.0 120.0 True 180.0 4.0 45.0 120.0 0.75 3.0 1109.0 2.90160393715
207 138 -1 90.0 120.0 3.0 6.5 90.0 120.0 False 180.0 4.0 270.0 120.0 1.5 3.0 -1455.0 2.95833611488
208 216 -1 90.0 120.0 3.0 6.5 90.0 120.0 False 180.0 4.0 225.0 120.0 1.25 3.0 -1186.5 3.12411904335
209 220 1 90.0 120.0 3.0 6.5 90.0 120.0 True 180.0 4.0 135.0 120.0 0.75 3.0 1178.5 3.55753612518
210 77 -1 90.0 120.0 3.0 6.5 90.0 120.0 True 180.0 4.0 45.0 120.0 1.5 3.0 -2065.0 3.9751560688
211 239 1 90.0 120.0 3.0 6.5 90.0 120.0 False 180.0 4.0 270.0 120.0 2.5 3.0 3366.5 3.47624111176
212 311 1 90.0 120.0 3.0 6.5 90.0 120.0 False 180.0 4.0 315.0 120.0 1.0 3.0 1358.0 2.9093542099
213 133 1 90.0 120.0 3.0 6.5 90.0 120.0 False 180.0 4.0 45.0 120.0 2.0 3.0 2149.0 2.80866098404
214 119 -1 90.0 120.0 3.0 6.5 90.0 120.0 True 180.0 4.0 180.0 120.0 2.25 3.0 -2101.75 2.75039887428
215 167 -1 90.0 120.0 3.0 6.5 90.0 120.0 True 180.0 4.0 90.0 120.0 2.5 3.0 -2548.0 3.02373790741
216 236 -1 90.0 120.0 3.0 6.5 90.0 120.0 True 180.0 4.0 45.0 120.0 0.75 3.0 -650.5 3.29159498215
217 74 1 90.0 120.0 3.0 6.5 90.0 120.0 True 180.0 4.0 225.0 120.0 2.25 3.0 2706.5 3.25840306282
218 276 -1 90.0 120.0 3.0 6.5 90.0 120.0 True 180.0 4.0 135.0 120.0 3.0 3.0 -2433.0 2.51560378075
219 135 -1 90.0 120.0 3.0 6.5 90.0 120.0 False 180.0 4.0 90.0 120.0 3.25 3.0 -2702.25 2.43377900124
220 104 -1 90.0 120.0 3.0 6.5 90.0 120.0 True 180.0 4.0 270.0 120.0 1.75 3.0 -1812.25 3.04354810715
221 75 1 90.0 120.0 3.0 6.5 90.0 120.0 True 180.0 4.0 180.0 120.0 2.25 3.0 2646.75 3.18266987801
222 274 -1 90.0 120.0 3.0 6.5 90.0 120.0 True 180.0 4.0 180.0 120.0 1.0 3.0 -875.0 3.19944286346
223 139 1 90.0 120.0 3.0 6.5 90.0 120.0 False 180.0 4.0 0.0 120.0 3.0 3.0 2857.0 2.52508091927
224 17 1 90.0 120.0 3.0 6.5 90.0 120.0 False 180.0 4.0 45.0 120.0 3.0 3.0 2699.0 2.49092507362
225 327 -1 90.0 120.0 3.0 6.5 90.0 120.0 True 180.0 4.0 45.0 120.0 2.25 3.0 -2717.25 3.7670788765
226 155 -1 90.0 120.0 3.0 6.5 90.0 120.0 False 180.0 4.0 315.0 120.0 3.0 3.0 -2545.0 2.50826597214
227 156 -1 90.0 120.0 3.0 6.5 90.0 120.0 True 180.0 4.0 225.0 120.0 0.75 3.0 -791.25 3.51639914513
228 156 -1 90.0 120.0 3.0 6.5 90.0 120.0 True 180.0 4.0 180.0 120.0 3.0 3.0 -2832.0 2.77404808998
229 124 -1 90.0 120.0 3.0 6.5 90.0 120.0 False 180.0 4.0 90.0 120.0 2.0 3.0 -2822.0 4.10038709641
230 268 -1 90.0 120.0 3.0 6.5 90.0 120.0 False 180.0 4.0 0.0 120.0 3.0 3.0 -2954.0 2.99108099937
231 190 1 90.0 120.0 3.0 6.5 90.0 120.0 True 180.0 4.0 180.0 120.0 2.75 3.0 4306.75 4.16626381874
232 83 -1 90.0 120.0 3.0 6.5 90.0 120.0 True 180.0 4.0 270.0 120.0 1.25 3.0 -1465.75 3.44949388504
233 206 1 90.0 120.0 3.0 6.5 90.0 120.0 False 180.0 4.0 270.0 120.0 3.0 3.0 3275.0 2.84980106354
234 205 1 90.0 120.0 3.0 6.5 90.0 120.0 False 180.0 4.0 270.0 120.0 2.25 3.0 2506.75 2.84856200218
235 304 -1 90.0 120.0 3.0 6.5 90.0 120.0 False 180.0 4.0 90.0 120.0 3.0 3.0 -2567.0 2.66661286354
236 278 -1 90.0 120.0 3.0 6.5 90.0 120.0 True 180.0 4.0 45.0 120.0 3.0 3.0 -3844.0 3.82367801666
237 160 1 90.0 120.0 3.0 6.5 90.0 120.0 True 180.0 4.0 225.0 120.0 2.0 3.0 2374.0 3.08320498466
238 94 -1 90.0 120.0 3.0 6.5 90.0 120.0 False 180.0 4.0 135.0 120.0 2.0 3.0 -2570.0 3.7083170414
239 116 1 90.0 120.0 3.0 6.5 90.0 120.0 True 180.0 4.0 0.0 120.0 1.0 3.0 1400.0 3.56767416
240 136 1 90.0 120.0 3.0 6.5 90.0 120.0 False 180.0 4.0 315.0 120.0 3.5 3.0 4241.5 3.26681184769
241 157 -1 90.0 120.0 3.0 6.5 90.0 120.0 False 180.0 4.0 45.0 120.0 3.5 3.0 -3854.0 3.18464398384
242 153 -1 90.0 120.0 3.0 6.5 90.0 120.0 True 180.0 4.0 180.0 120.0 0.75 3.0 -868.5 3.78534793854
243 221 1 90.0 120.0 3.0 6.5 90.0 120.0 False 180.0 4.0 45.0 120.0 0.75 3.0 1087.25 3.21610999107
244 331 1 90.0 120.0 3.0 6.5 90.0 120.0 False 180.0 4.0 135.0 120.0 3.5 3.0 4310.5 3.16656517982
245 68 -1 90.0 120.0 3.0 6.5 90.0 120.0 True 180.0 4.0 135.0 120.0 2.5 3.0 -2744.5 3.13343596458
246 207 -1 90.0 120.0 3.0 6.5 90.0 120.0 True 180.0 4.0 90.0 120.0 0.75 3.0 -594.0 2.96769309044
247 217 -1 90.0 120.0 3.0 6.5 90.0 120.0 True 180.0 4.0 0.0 120.0 2.25 3.0 -2692.25 3.59994983673
248 83 -1 90.0 120.0 3.0 6.5 90.0 120.0 True 180.0 4.0 135.0 120.0 1.25 3.0 -1252.0 2.97468900681
249 301 1 90.0 120.0 3.0 6.5 90.0 120.0 False 180.0 4.0 270.0 120.0 2.75 3.0 3394.75 3.1272289753
250 54 -1 90.0 120.0 3.0 6.5 90.0 120.0 True 180.0 4.0 90.0 120.0 1.5 3.0 -1975.5 3.76573610306
251 260 1 90.0 120.0 3.0 6.5 90.0 120.0 False 180.0 4.0 180.0 120.0 2.75 3.0 3131.0 2.90870714188
252 264 1 90.0 120.0 3.0 6.5 90.0 120.0 True 180.0 4.0 90.0 120.0 1.25 3.0 1501.5 2.75164294243
253 163 -1 90.0 120.0 3.0 6.5 90.0 120.0 False 180.0 4.0 180.0 120.0 1.25 3.0 -1198.25 3.03244781494
254 40 -1 90.0 120.0 3.0 6.5 90.0 120.0 False 180.0 4.0 315.0 120.0 1.0 3.0 -1097.0 3.15970396996
255 275 1 90.0 120.0 3.0 6.5 90.0 120.0 True 180.0 4.0 180.0 120.0 1.5 3.0 1908.5 3.03234601021
256 259 1 90.0 120.0 3.0 6.5 90.0 120.0 False 180.0 4.0 90.0 120.0 2.75 3.0 2593.75 2.36600494385
257 275 1 90.0 120.0 3.0 6.5 90.0 120.0 True 180.0 4.0 45.0 120.0 1.25 3.0 2180.0 4.24137592316
258 310 1 90.0 120.0 3.0 6.5 90.0 120.0 False 180.0 4.0 180.0 120.0 3.5 3.0 4258.0 3.13443899155
259 160 -1 90.0 120.0 3.0 6.5 90.0 120.0 False 180.0 4.0 225.0 120.0 2.0 3.0 -2162.0 3.23290801048
260 67 -1 90.0 120.0 3.0 6.5 90.0 120.0 True 180.0 4.0 135.0 120.0 2.75 3.0 -2787.5 2.89137911797
261 255 1 90.0 120.0 3.0 6.5 90.0 120.0 False 180.0 4.0 315.0 120.0 2.5 3.0 3090.0 3.15854501724
262 137 1 90.0 120.0 3.0 6.5 90.0 120.0 False 180.0 4.0 90.0 120.0 1.25 3.0 1847.0 3.80873322487
263 222 1 90.0 120.0 3.0 6.5 90.0 120.0 False 180.0 4.0 270.0 120.0 3.25 3.0 4297.5 3.48523306847
264 317 -1 90.0 120.0 3.0 6.5 90.0 120.0 False 180.0 4.0 225.0 120.0 2.25 3.0 -1829.5 2.6581530571
265 318 1 90.0 120.0 3.0 6.5 90.0 120.0 False 180.0 4.0 135.0 120.0 3.0 3.0 3657.0 3.0929441452
266 88 -1 90.0 120.0 3.0 6.5 90.0 120.0 False 180.0 4.0 270.0 120.0 2.5 3.0 -2537.0 2.92493200302
267 207 -1 90.0 120.0 3.0 6.5 90.0 120.0 True 180.0 4.0 45.0 120.0 1.75 3.0 -1992.75 3.49326205254
268 306 1 90.0 120.0 3.0 6.5 90.0 120.0 True 180.0 4.0 135.0 120.0 1.5 3.0 1894.5 2.9491918087
269 256 1 90.0 120.0 3.0 6.5 90.0 120.0 False 180.0 4.0 315.0 120.0 2.0 3.0 2404.0 2.99171900749
270 213 1 90.0 120.0 3.0 6.5 90.0 120.0 True 180.0 4.0 90.0 120.0 1.0 3.0 1494.0 3.56657004356
271 314 1 90.0 120.0 3.0 6.5 90.0 120.0 True 180.0 4.0 90.0 120.0 2.5 3.0 3569.0 3.62405705452
272 53 -1 90.0 120.0 3.0 6.5 90.0 120.0 False 180.0 4.0 45.0 120.0 3.0 3.0 -4591.0 4.30784392357
273 272 -1 90.0 120.0 3.0 6.5 90.0 120.0 False 180.0 4.0 135.0 120.0 2.5 3.0 -2645.5 3.24903392792
274 184 1 90.0 120.0 3.0 6.5 90.0 120.0 True 180.0 4.0 45.0 120.0 3.5 3.0 6694.0 5.17530608177
275 238 -1 90.0 120.0 3.0 6.5 90.0 120.0 True 180.0 4.0 180.0 120.0 3.25 3.0 -3535.25 3.23402118683
276 124 1 90.0 120.0 3.0 6.5 90.0 120.0 True 180.0 4.0 315.0 120.0 1.75 3.0 2423.5 3.65259480476
277 155 1 90.0 120.0 3.0 6.5 90.0 120.0 False 180.0 4.0 315.0 120.0 1.75 3.0 2417.75 3.59871506691
278 316 1 90.0 120.0 3.0 6.5 90.0 120.0 False 180.0 4.0 225.0 120.0 3.25 3.0 5337.25 4.29949688911
279 257 -1 90.0 120.0 3.0 6.5 90.0 120.0 True 180.0 4.0 90.0 120.0 2.25 3.0 -2578.0 3.50796198845
280 327 1 90.0 120.0 3.0 6.5 90.0 120.0 True 180.0 4.0 225.0 120.0 1.75 3.0 2694.75 3.76554107666
281 97 -1 90.0 120.0 3.0 6.5 90.0 120.0 True 180.0 4.0 0.0 120.0 2.5 3.0 -3038.0 3.49114012718
282 75 -1 90.0 120.0 3.0 6.5 90.0 120.0 True 180.0 4.0 90.0 120.0 3.0 3.0 -4515.0 4.25190210342
283 163 -1 90.0 120.0 3.0 6.5 90.0 120.0 False 180.0 4.0 225.0 120.0 1.5 3.0 -2226.5 4.4266140461
284 78 1 90.0 120.0 3.0 6.5 90.0 120.0 True 180.0 4.0 135.0 120.0 3.25 3.0 4602.0 3.87495708466
285 163 1 90.0 120.0 3.0 6.5 90.0 120.0 False 180.0 4.0 270.0 120.0 2.0 3.0 2767.0 3.61843705177
286 331 1 90.0 120.0 3.0 6.5 90.0 120.0 False 180.0 4.0 180.0 120.0 2.25 3.0 3199.75 3.5491001606
287 116 1 90.0 120.0 3.0 6.5 90.0 120.0 True 180.0 4.0 45.0 120.0 3.25 3.0 3411.5 2.81755685806
288 207 -1 90.0 120.0 3.0 6.5 90.0 120.0 False 180.0 4.0 135.0 120.0 3.0 3.0 -2889.0 2.87445187569
289 337 1 90.0 120.0 3.0 6.5 90.0 120.0 True 180.0 4.0 45.0 120.0 2.25 3.0 2868.25 3.13297796249
290 196 -1 90.0 120.0 3.0 6.5 90.0 120.0 True 180.0 4.0 180.0 120.0 3.5 3.0 -3584.0 3.00154304504
291 95 -1 90.0 120.0 3.0 6.5 90.0 120.0 True 180.0 4.0 315.0 120.0 3.0 3.0 -3307.0 3.15786004066
292 157 -1 90.0 120.0 3.0 6.5 90.0 120.0 True 180.0 4.0 0.0 120.0 1.5 3.0 -1395.5 2.88237786293
293 219 -1 90.0 120.0 3.0 6.5 90.0 120.0 True 180.0 4.0 225.0 120.0 3.5 3.0 -3624.0 3.0578122139
294 147 -1 90.0 120.0 3.0 6.5 90.0 120.0 False 180.0 4.0 135.0 120.0 1.0 3.0 -900.0 2.91586399078
295 174 -1 90.0 120.0 3.0 6.5 90.0 120.0 True 180.0 4.0 270.0 120.0 1.0 3.0 -1095.0 3.53337216377
296 90 1 90.0 120.0 3.0 6.5 90.0 120.0 True 180.0 4.0 180.0 120.0 1.25 3.0 1571.25 3.29984784126
297 309 -1 90.0 120.0 3.0 6.5 90.0 120.0 True 180.0 4.0 315.0 120.0 1.25 3.0 -1434.75 3.88283991814
298 229 1 90.0 120.0 3.0 6.5 90.0 120.0 False 180.0 4.0 315.0 120.0 0.75 3.0 987.25 2.81671404839
299 145 1 90.0 120.0 3.0 6.5 90.0 120.0 True 180.0 4.0 225.0 120.0 1.0 3.0 2002.0 5.16650509834
300 110 -1 90.0 120.0 3.0 6.5 90.0 120.0 False 180.0 4.0 180.0 120.0 0.75 3.0 -875.5 3.65835380554
301 236 1 90.0 120.0 3.0 6.5 90.0 120.0 False 180.0 4.0 0.0 120.0 2.0 3.0 2408.0 3.02428007126
302 217 -1 90.0 120.0 3.0 6.5 90.0 120.0 False 180.0 4.0 135.0 120.0 1.5 3.0 -1605.5 3.38309311867
303 177 1 90.0 120.0 3.0 6.5 90.0 120.0 False 180.0 4.0 315.0 120.0 2.25 3.0 2269.5 2.59145689011
304 49 -1 90.0 120.0 3.0 6.5 90.0 120.0 True 180.0 4.0 225.0 120.0 1.75 3.0 -1909.25 3.11654686928
305 346 -1 90.0 120.0 3.0 6.5 90.0 120.0 True 180.0 4.0 225.0 120.0 2.75 3.0 -2310.5 2.69170594215
306 326 1 90.0 120.0 3.0 6.5 90.0 120.0 True 180.0 4.0 135.0 120.0 2.0 3.0 2546.0 3.09184479713
307 230 -1 90.0 120.0 3.0 6.5 90.0 120.0 False 180.0 4.0 0.0 120.0 2.5 3.0 -1952.5 2.43326401711
308 280 -1 90.0 120.0 3.0 6.5 90.0 120.0 True 180.0 4.0 0.0 120.0 0.75 3.0 -350.0 2.3361120224
309 267 1 90.0 120.0 3.0 6.5 90.0 120.0 True 180.0 4.0 180.0 120.0 2.5 3.0 2269.5 2.23291707039
310 225 1 90.0 120.0 3.0 6.5 90.0 120.0 False 180.0 4.0 0.0 120.0 1.0 3.0 1413.0 3.30841112137
311 288 -1 90.0 120.0 3.0 6.5 90.0 120.0 True 180.0 4.0 315.0 120.0 2.75 3.0 -2739.75 3.06713080406
312 255 1 90.0 120.0 3.0 6.5 90.0 120.0 True 180.0 4.0 225.0 120.0 0.75 3.0 923.25 2.48271894455
313 275 -1 90.0 120.0 3.0 6.5 90.0 120.0 True 180.0 4.0 45.0 120.0 2.75 3.0 -2983.75 3.29935312271
314 312 -1 90.0 120.0 3.0 6.5 90.0 120.0 True 180.0 4.0 0.0 120.0 3.5 3.0 -4056.0 3.47453999519
315 82 -1 90.0 120.0 3.0 6.5 90.0 120.0 True 180.0 4.0 0.0 120.0 3.25 3.0 -4334.75 3.78217291832
316 300 1 90.0 120.0 3.0 6.5 90.0 120.0 True 180.0 4.0 270.0 120.0 2.75 3.0 2989.5 2.7193210125
317 349 -1 90.0 120.0 3.0 6.5 90.0 120.0 False 180.0 4.0 270.0 120.0 0.75 3.0 -411.5 2.82502484322
318 267 -1 90.0 120.0 3.0 6.5 90.0 120.0 False 180.0 4.0 135.0 120.0 2.25 3.0 -2291.25 3.16663408279
319 341 -1 90.0 120.0 3.0 6.5 90.0 120.0 False 180.0 4.0 180.0 120.0 3.25 3.0 -2720.5 2.62425303459
320 188 -1 90.0 120.0 3.0 6.5 90.0 120.0 False 180.0 4.0 270.0 120.0 3.5 3.0 -3361.0 2.82440900803
321 0 1 90.0 120.0 3.0 6.5 90.0 120.0 True 180.0 4.0 0.0 120.0 3.5 3.0 4473.0 3.55795383453
322 90 1 90.0 120.0 3.0 6.5 90.0 120.0 True 180.0 4.0 270.0 120.0 2.25 3.0 2432.25 2.89318203926
323 332 -1 90.0 120.0 3.0 6.5 90.0 120.0 False 180.0 4.0 45.0 120.0 1.75 3.0 -1689.25 3.21499490738
324 324 1 90.0 120.0 3.0 6.5 90.0 120.0 True 180.0 4.0 225.0 120.0 3.25 3.0 3239.25 2.49387383461
325 194 -1 90.0 120.0 3.0 6.5 90.0 120.0 True 180.0 4.0 135.0 120.0 1.0 3.0 -1255.0 4.03278422356
326 246 -1 90.0 120.0 3.0 6.5 90.0 120.0 False 180.0 4.0 45.0 120.0 2.0 3.0 -2022.0 3.15853214264
327 138 1 90.0 120.0 3.0 6.5 90.0 120.0 False 180.0 4.0 225.0 120.0 2.0 3.0 2394.0 3.14116406441
328 189 -1 90.0 120.0 3.0 6.5 90.0 120.0 True 180.0 4.0 180.0 120.0 2.75 3.0 -2319.0 2.54094815254
329 42 1 90.0 120.0 3.0 6.5 90.0 120.0 True 180.0 4.0 225.0 120.0 3.5 3.0 3108.0 2.43989300728
330 281 1 90.0 120.0 3.0 6.5 90.0 120.0 False 180.0 4.0 0.0 120.0 3.25 3.0 3527.75 2.78308606148
331 161 1 90.0 120.0 3.0 6.5 90.0 120.0 False 180.0 4.0 135.0 120.0 1.25 3.0 1533.5 3.05139994621
332 209 -1 90.0 120.0 3.0 6.5 90.0 120.0 False 180.0 4.0 90.0 120.0 1.5 3.0 -1649.5 3.44311285019
333 20 -1 90.0 120.0 3.0 6.5 90.0 120.0 False 180.0 4.0 0.0 120.0 2.25 3.0 -2403.25 2.99951219559
334 68 1 90.0 120.0 3.0 6.5 90.0 120.0 False 180.0 4.0 90.0 120.0 0.75 3.0 785.75 2.66714906693
335 154 1 90.0 120.0 3.0 6.5 90.0 120.0 True 180.0 4.0 0.0 120.0 0.75 3.0 986.5 3.09081411362
336 63 1 90.0 120.0 3.0 6.5 90.0 120.0 True 180.0 4.0 270.0 120.0 3.25 3.0 2997.75 2.51701498032
337 142 -1 90.0 120.0 3.0 6.5 90.0 120.0 False 180.0 4.0 180.0 120.0 3.0 3.0 -3350.0 3.23508501053
338 150 -1 90.0 120.0 3.0 6.5 90.0 120.0 False 180.0 4.0 225.0 120.0 3.25 3.0 -3818.25 3.40017700195
339 210 1 90.0 120.0 3.0 6.5 90.0 120.0 True 180.0 4.0 225.0 120.0 3.0 3.0 3054.0 2.6356241703
340 176 1 90.0 120.0 3.0 6.5 90.0 120.0 False 180.0 4.0 270.0 120.0 1.25 3.0 1668.5 3.32449793816
341 27 -1 90.0 120.0 3.0 6.5 90.0 120.0 True 180.0 4.0 270.0 120.0 3.0 3.0 -3114.0 2.91653108597
342 244 1 90.0 120.0 3.0 6.5 90.0 120.0 False 180.0 4.0 135.0 120.0 0.75 3.0 1189.0 3.50804495811
343 329 1 90.0 120.0 3.0 6.5 90.0 120.0 True 180.0 4.0 315.0 120.0 2.0 3.0 3137.0 3.90741991997
344 330 1 90.0 120.0 3.0 6.5 90.0 120.0 False 180.0 4.0 180.0 120.0 3.25 3.0 3489.0 2.7078499794
345 331 1 90.0 120.0 3.0 6.5 90.0 120.0 True 180.0 4.0 225.0 120.0 1.5 3.0 1973.5 3.05020689964
346 340 -1 90.0 120.0 3.0 6.5 90.0 120.0 True 180.0 4.0 90.0 120.0 1.75 3.0 -2054.0 3.80203604698
347 109 1 90.0 120.0 3.0 6.5 90.0 120.0 False 180.0 4.0 0.0 120.0 0.75 3.0 1405.0 4.80184292793
348 125 -1 90.0 120.0 3.0 6.5 90.0 120.0 False 180.0 4.0 180.0 120.0 2.0 3.0 -2053.0 3.02531194687
349 192 1 90.0 120.0 3.0 6.5 90.0 120.0 True 180.0 4.0 180.0 120.0 1.0 3.0 1221.0 2.86590409279
350 319 -1 90.0 120.0 3.0 6.5 90.0 120.0 True 180.0 4.0 45.0 120.0 3.25 3.0 -3425.0 3.2022600174
351 201 1 90.0 120.0 3.0 6.5 90.0 120.0 True 180.0 4.0 0.0 120.0 2.75 3.0 2997.75 2.83270382881
352 299 1 90.0 120.0 3.0 6.5 90.0 120.0 False 180.0 4.0 45.0 120.0 3.25 3.0 3740.75 2.95020294189
353 69 1 90.0 120.0 3.0 6.5 90.0 120.0 True 180.0 4.0 135.0 120.0 1.75 3.0 2499.75 3.86671519279
354 62 -1 90.0 120.0 3.0 6.5 90.0 120.0 True 180.0 4.0 315.0 120.0 3.5 3.0 -4316.5 3.48340415955
355 267 -1 90.0 120.0 3.0 6.5 90.0 120.0 False 180.0 4.0 225.0 120.0 3.5 3.0 -4216.5 3.56045603752
356 46 1 90.0 120.0 3.0 6.5 90.0 120.0 False 180.0 4.0 225.0 120.0 1.5 3.0 1603.0 2.89138507843
357 300 1 90.0 120.0 3.0 6.5 90.0 120.0 True 180.0 4.0 270.0 120.0 1.25 3.0 1650.0 3.00778102875
358 212 1 90.0 120.0 3.0 6.5 90.0 120.0 True 180.0 4.0 90.0 120.0 3.25 3.0 3078.5 2.45772981644
359 192 1 90.0 120.0 3.0 6.5 90.0 120.0 False 180.0 4.0 135.0 120.0 2.5 3.0 3424.5 3.59313797951
360 191 1 90.0 120.0 3.0 6.5 90.0 120.0 True 180.0 4.0 0.0 120.0 3.25 3.0 3974.0 3.24182796478
361 31 -1 90.0 120.0 3.0 6.5 90.0 120.0 False 180.0 4.0 315.0 120.0 1.75 3.0 -2153.0 3.4747171402
362 314 1 90.0 120.0 3.0 6.5 90.0 120.0 False 180.0 4.0 135.0 120.0 3.25 3.0 3677.75 2.88367414474
363 5 1 90.0 120.0 3.0 6.5 90.0 120.0 True 180.0 4.0 90.0 120.0 2.75 3.0 2768.75 2.79907393456
364 203 -1 90.0 120.0 3.0 6.5 90.0 120.0 False 180.0 4.0 135.0 120.0 1.75 3.0 -1965.25 3.45023608208
365 346 -1 90.0 120.0 3.0 6.5 90.0 120.0 False 180.0 4.0 270.0 120.0 3.25 3.0 -2666.75 2.58294010162
366 112 -1 90.0 120.0 3.0 6.5 90.0 120.0 False 180.0 4.0 135.0 120.0 0.75 3.0 -909.5 3.7910220623
367 302 -1 90.0 120.0 3.0 6.5 90.0 120.0 True 180.0 4.0 135.0 120.0 1.5 3.0 -1291.0 2.9515941143
368 113 -1 90.0 120.0 3.0 6.5 90.0 120.0 True 180.0 4.0 90.0 120.0 1.0 3.0 -1318.0 3.98278307915
369 146 1 90.0 120.0 3.0 6.5 90.0 120.0 False 180.0 4.0 315.0 120.0 2.75 3.0 2835.5 2.71920108795
370 242 -1 90.0 120.0 3.0 6.5 90.0 120.0 False 180.0 4.0 45.0 120.0 1.25 3.0 -1003.0 2.77500915527
371 218 -1 90.0 120.0 3.0 6.5 90.0 120.0 False 180.0 4.0 0.0 120.0 0.75 3.0 -673.0 3.30875587463
372 258 -1 90.0 120.0 3.0 6.5 90.0 120.0 True 180.0 4.0 0.0 120.0 1.25 3.0 -1039.5 2.8911678791
373 208 -1 90.0 120.0 3.0 6.5 90.0 120.0 True 180.0 4.0 270.0 120.0 1.5 3.0 -1412.0 3.00790309906
374 103 -1 90.0 120.0 3.0 6.5 90.0 120.0 False 180.0 4.0 0.0 120.0 3.5 3.0 -3173.0 2.60864782333
375 351 -1 90.0 120.0 3.0 6.5 90.0 120.0 True 180.0 4.0 315.0 120.0 1.0 3.0 -723.0 2.99165391922
376 150 -1 90.0 120.0 3.0 6.5 90.0 120.0 False 180.0 4.0 135.0 120.0 3.5 3.0 -3609.0 2.99137783051
377 234 1 90.0 120.0 3.0 6.5 90.0 120.0 True 180.0 4.0 45.0 120.0 3.0 3.0 3600.0 3.12506008148
378 65 -1 90.0 120.0 3.0 6.5 90.0 120.0 False 180.0 4.0 90.0 120.0 1.75 3.0 -1678.0 2.77517414093
379 180 -1 90.0 120.0 3.0 6.5 90.0 120.0 False 180.0 4.0 270.0 120.0 1.0 3.0 -1134.0 3.6583840847
380 357 1 90.0 120.0 3.0 6.5 90.0 120.0 True 180.0 4.0 135.0 120.0 2.5 3.0 2817.0 2.74042701721
381 44 1 90.0 120.0 3.0 6.5 90.0 120.0 True 180.0 4.0 180.0 120.0 3.25 3.0 3242.0 2.74030995369
382 224 1 90.0 120.0 3.0 6.5 90.0 120.0 True 180.0 4.0 315.0 120.0 1.25 3.0 1697.75 3.27664899826
383 27 -1 90.0 120.0 3.0 6.5 90.0 120.0 False 180.0 4.0 270.0 120.0 1.25 3.0 -1465.5 3.32468986511
384 113 -1 90.0 120.0 3.0 6.5 90.0 120.0 False 180.0 4.0 45.0 120.0 1.5 3.0 -1691.5 3.3505358696
